post_id,post_slug,post_title,is_page,media_type,source_url,context_snippet,suggested_filename,target_destination,notes
150,ee-band-method-draft,EE Band Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1583443097822-E9P96MVXC1F14RLF8AZY/EE%2BBand%2B3.png?ssl=1,"mage""><a href=""/eebandbook3/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-band-method-ee-band-3.webp,wp-media-library,
150,ee-band-method-draft,EE Band Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/2005d6f1-8e63-492e-83d6-3c271529fd24/EEiBlogHeadLogo_Squarespace_Dark.png?ssl=1,"age""><a href=""/eei-overview/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-band-method-eeiblogheadlogo-squarespace-dark.webp,wp-media-library,
151,ee-strings-method-draft,EE Strings Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1581091053714-QORBOBUB2LLXEML2ND2X/EE%2BStrings%2B1.png?ssl=1,"e""><a href=""/eestringsbook1/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-strings-method-ee-strings-1.webp,wp-media-library,
151,ee-strings-method-draft,EE Strings Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1581091204889-E90OQZ5KF7AD4TJ60PFH/EE%2BStrings%2B2.png?ssl=1,"e""><a href=""/eestringsbook2/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-strings-method-ee-strings-2.webp,wp-media-library,
151,ee-strings-method-draft,EE Strings Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1581091260994-NFP57GQRSIXCFP1CFYJB/EE%2BStrings%2B3.png?ssl=1,"e""><a href=""/eestringsbook3/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-strings-method-ee-strings-3.webp,wp-media-library,
151,ee-strings-method-draft,EE Strings Method,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/2005d6f1-8e63-492e-83d6-3c271529fd24/EEiBlogHeadLogo_Squarespace_Dark.png?ssl=1,"e""><a href=""/eei-overview-1/""><img decoding=""async"" src=""https://i0.wp.com/image",ee-strings-method-eeiblogheadlogo-squarespace-dark.webp,wp-media-library,
152,eebandbook1-draft,Essential Elements Band Book One,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1555598104031-KC3RTGAAS5QBJE4IDDX3/Book%2B1%2BImage%2B1%2BFinal.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",eebandbook1-book-1-image-1-final.webp,wp-media-library,
152,eebandbook1-draft,Essential Elements Band Book One,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1586962122719-0IESKGK18PGE1WCPG67A/Screen%2BShot%2B2020-04-15%2Bat%2B9.48.27%2BAM.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",eebandbook1-screen-shot-2020-04-15-at-9-48-27-am.webp,wp-media-library,
152,eebandbook1-draft,Essential Elements Band Book One,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1586965292543-QCFZYIUSIR20L26EYS7Y/Screen%2BShot%2B2020-04-15%2Bat%2B10.37.35%2BAM.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",eebandbook1-screen-shot-2020-04-15-at-10-37-35-am.webp,wp-media-library,
152,eebandbook1-draft,Essential Elements Band Book One,False,image,https://i0.wp.com/images.squarespace-cdn.com/content/v1/5b928a1e75f9ee72cbaf8c6f/1586965411251-BHRS990ALBMWAIAQM7G3/Screen%2BShot%2B2020-04-15%2Bat%2B10.38.01%2BAM.png?ssl=1,"figure class=""wp-block-image""><img decoding=""async"" src=""https://i0.wp.com/image",eebandbook1-screen-shot-2020-04-15-at-10-38-01-am.webp,wp-media-library,
